candidate_id,age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
14486,26,Masters,Tier 3,8.46,1,1,5,2,1.49,0,0,15.0,1,5.84,500,Mid-size
14488,34,Bachelors,Tier 2,7.65,0,1,5,2,0.14,0,0,15.0,1,8.85,436,Startup
14489,31,Bachelors,Tier 1,8.64,0,5,5,0,0.2,1,0,21.0,0,4.47,729,Mid-size
14491,33,Masters,Tier 1,6.74,1,1,3,3,0.89,0,0,12.5,1,9.09,440,Startup
14492,30,Masters,Tier 3,7.97,0,3,3,3,0.13,1,0,17.5,1,8.22,372,Mid-size
14493,33,Bachelors,Tier 2,8.03,2,3,5,1,1.97,1,0,18.5,1,4.53,467,MNC
14494,29,Bachelors,Tier 2,7.97,2,0,2,0,1.89,0,0,4.0,1,3.5,467,MNC
14496,30,Masters,Tier 1,7.69,1,4,2,0,0.19,0,0,12.0,1,5.73,377,Mid-size
14497,23,Bachelors,Tier 1,6.24,1,0,1,1,4.44,0,0,3.5,1,8.36,435,Mid-size
14498,28,Masters,Tier 2,5.72,0,3,3,1,1.95,2,0,15.5,0,6.12,444,MNC
14499,21,Bachelors,Tier 1,7.81,0,4,2,1,0.64,0,0,13.5,1,5.42,584,Mid-size
14500,29,Bachelors,Tier 3,8.47,2,3,5,2,0.95,0,0,19.0,1,6.16,309,Startup
14501,33,Masters,Tier 2,8.82,3,1,4,4,1.04,1,0,17.0,1,8.24,396,Mid-size
14502,21,Bachelors,Tier 1,8.13,2,4,2,1,0.07,1,0,14.5,1,9.32,512,MNC
14503,22,Bachelors,Tier 1,7.36,1,3,3,0,1.27,0,0,12.0,0,3.35,550,MNC
14505,28,Bachelors,Tier 1,7.79,1,2,3,0,1.31,0,0,10.0,1,3.23,308,Mid-size
14508,23,Masters,Tier 3,7.59,0,3,3,0,0.68,1,0,13.0,0,5.53,494,MNC
14510,26,Masters,Tier 1,7.19,2,1,5,1,2.46,0,0,13.5,1,7.41,255,Startup
14511,22,Bachelors,Tier 3,6.16,1,3,5,2,0.23,0,0,19.0,0,9.54,441,Startup
14512,23,Bachelors,Tier 2,6.82,2,0,3,1,0.82,0,0,7.5,1,8.3,354,Mid-size
14513,31,Bachelors,Tier 3,8.84,0,3,1,1,1.63,1,0,10.5,1,3.72,513,Startup
14514,33,Masters,Tier 1,6.71,1,4,5,1,1.4,0,0,19.5,1,4.62,364,MNC
14515,32,Bachelors,Tier 1,5.84,2,1,3,0,0.1,0,0,8.0,1,5.76,615,MNC
14518,30,Bachelors,Tier 1,7.33,1,0,4,0,0.54,1,0,9.0,1,6.3,438,Mid-size
14519,33,Bachelors,Tier 3,6.69,3,1,2,2,1.67,1,0,10.0,1,9.69,484,Startup
14522,30,Bachelors,Tier 3,6.76,3,1,2,0,0.42,0,0,6.0,1,9.59,478,MNC
14526,32,PhD,Tier 3,8.91,1,2,2,2,0.6,1,0,12.0,1,5.43,400,Startup
14527,28,Bachelors,Tier 2,7.11,0,4,2,1,1.21,0,0,13.5,1,5.8,327,MNC
14529,25,PhD,Tier 1,7.49,1,6,2,1,2.88,1,0,18.5,1,8.78,454,MNC
14530,33,Masters,Tier 2,6.14,3,7,4,0,0.29,0,0,22.0,0,6.16,246,MNC
14531,32,Bachelors,Tier 2,7.15,1,2,2,2,0.08,1,0,12.0,0,6.67,303,MNC
14532,32,Bachelors,Tier 1,7.29,2,1,5,2,1.41,0,0,15.0,0,9.88,488,Startup
14533,30,Bachelors,Tier 1,7.63,3,3,5,1,1.64,0,0,17.5,1,3.42,366,Mid-size
14534,23,Bachelors,Tier 3,8.87,0,2,5,0,1.0,2,0,16.0,0,6.42,512,MNC
14535,33,Masters,Tier 2,8.29,0,2,5,1,1.26,2,0,17.5,1,8.42,549,MNC
14536,28,Bachelors,Tier 1,6.73,2,1,4,1,0.63,1,0,12.5,1,4.06,597,Mid-size
14537,26,PhD,Tier 2,6.68,3,4,2,1,0.88,0,0,13.5,1,7.28,292,MNC
14538,22,Bachelors,Tier 2,7.72,1,2,4,0,2.92,1,0,13.0,1,4.68,459,Mid-size
14539,22,Masters,Tier 3,7.65,2,4,2,0,0.09,1,0,13.0,0,9.07,428,Startup
14540,29,Bachelors,Tier 1,7.92,3,3,4,3,0.52,0,0,18.5,0,5.29,397,MNC
14541,33,Masters,Tier 2,8.12,1,5,1,1,1.51,0,0,13.5,0,5.3,705,Startup
14542,27,PhD,Tier 2,6.75,1,2,2,1,2.91,0,0,9.5,1,7.19,376,MNC
14543,30,Masters,Tier 3,6.36,1,0,2,1,1.99,0,0,5.5,1,4.28,390,MNC
14544,29,Bachelors,Tier 3,8.43,2,1,4,1,0.73,1,0,12.5,1,4.99,388,Mid-size
14546,26,Bachelors,Tier 2,7.62,0,2,2,1,2.73,0,0,9.5,1,5.48,524,Mid-size
14548,32,Masters,Tier 2,5.48,2,6,5,1,2.69,0,0,23.5,1,7.2,445,Mid-size
14550,32,Masters,Tier 2,7.85,3,5,2,1,1.19,2,0,17.5,1,7.58,458,Startup
14552,26,Bachelors,Tier 3,7.26,0,2,4,1,0.97,0,0,13.5,1,3.88,175,MNC
14554,23,Masters,Tier 1,6.24,3,3,4,1,3.01,1,0,16.5,0,8.96,703,MNC
14557,27,Bachelors,Tier 2,5.67,1,0,1,0,0.46,2,0,4.0,1,6.49,486,Startup
14559,31,PhD,Tier 2,7.33,2,6,4,0,0.2,0,0,20.0,1,7.62,465,MNC
14561,30,Bachelors,Tier 1,7.06,1,5,5,0,0.82,0,0,20.0,1,8.05,462,Mid-size
14562,33,Masters,Tier 1,6.62,0,1,4,0,2.67,0,0,10.0,1,3.43,452,Startup
14563,30,Bachelors,Tier 1,6.74,1,4,1,0,0.38,0,0,10.0,0,6.28,218,MNC
14564,22,Bachelors,Tier 1,7.4,2,3,5,2,1.39,0,0,19.0,1,8.79,468,MNC
14565,23,Bachelors,Tier 2,7.73,0,6,3,1,2.36,0,0,19.5,1,6.16,552,Mid-size
14566,30,Bachelors,Tier 2,6.24,0,4,3,0,1.18,0,0,14.0,0,4.04,554,MNC
14567,32,Bachelors,Tier 2,7.56,1,2,1,0,3.31,0,0,6.0,1,9.9,519,MNC
14569,23,Bachelors,Tier 2,6.6,1,2,4,1,0.36,2,0,15.5,1,8.4,162,Mid-size
14571,29,Masters,Tier 3,8.79,2,2,2,1,0.68,0,0,9.5,0,4.29,395,MNC
14572,31,Bachelors,Tier 1,6.61,1,3,4,3,1.29,2,0,20.5,1,9.59,550,MNC
14573,30,Bachelors,Tier 2,7.98,2,3,5,0,0.48,0,0,16.0,1,6.73,399,Mid-size
14574,32,Masters,Tier 2,7.88,2,1,2,1,0.14,0,0,7.5,1,8.97,388,MNC
14575,31,Bachelors,Tier 3,6.47,2,3,5,0,0.34,0,0,16.0,1,5.39,524,Startup
14576,24,Bachelors,Tier 2,7.45,1,1,4,0,2.62,0,0,10.0,1,5.35,388,Startup
14577,27,Masters,Tier 1,7.7,0,3,3,1,0.94,2,0,15.5,1,9.9,414,Startup
14580,28,Bachelors,Tier 1,7.74,1,4,2,2,1.68,0,0,15.0,1,4.54,445,MNC
14582,29,PhD,Tier 1,5.74,0,6,1,0,0.56,1,0,15.0,1,3.3,416,Mid-size
14583,34,Masters,Tier 1,8.68,1,2,1,0,0.04,1,0,7.0,1,6.24,425,Startup
14585,34,Masters,Tier 3,6.21,1,3,4,0,1.91,1,0,15.0,1,8.46,466,Startup
14587,23,Bachelors,Tier 3,8.05,0,1,5,2,0.12,1,0,16.0,1,9.88,371,MNC
14588,25,Bachelors,Tier 2,7.37,0,3,3,0,0.18,1,0,13.0,1,4.27,596,Startup
14589,28,Bachelors,Tier 2,7.04,1,0,5,2,0.86,1,0,14.0,1,7.14,451,MNC
14591,25,Bachelors,Tier 3,8.11,2,2,5,0,2.01,2,0,16.0,1,8.14,452,Startup
14592,24,Bachelors,Tier 2,8.36,1,3,4,3,3.06,0,0,18.5,1,9.96,591,MNC
14593,28,Bachelors,Tier 3,7.8,0,1,4,1,0.23,0,0,11.5,1,8.73,352,MNC
14595,34,Masters,Tier 2,6.45,1,3,4,1,0.38,0,0,15.5,1,6.39,527,Mid-size
14596,34,Bachelors,Tier 2,8.07,2,6,2,0,0.74,1,0,17.0,0,8.85,608,MNC
14597,26,PhD,Tier 1,7.39,2,6,3,3,2.93,0,0,22.5,1,9.55,525,MNC
14598,25,Masters,Tier 3,6.46,1,2,3,1,4.09,0,0,11.5,1,9.92,414,MNC
14599,34,PhD,Tier 3,8.32,3,4,2,0,3.37,1,0,13.0,0,5.78,664,MNC
14601,33,Bachelors,Tier 3,7.91,2,3,4,1,1.45,0,0,15.5,0,4.09,638,MNC
14602,30,Bachelors,Tier 3,7.08,0,3,4,1,0.18,1,0,16.5,1,4.77,559,Startup
14603,22,Bachelors,Tier 2,6.79,2,1,2,2,1.3,0,0,9.0,0,3.62,407,Startup
14606,28,Bachelors,Tier 3,7.05,1,1,3,1,2.31,1,0,10.5,1,8.97,395,MNC
14607,28,Bachelors,Tier 2,6.96,1,3,5,1,1.79,0,0,17.5,1,8.45,295,MNC
14608,31,Bachelors,Tier 3,7.3,1,3,3,2,0.1,0,0,15.0,0,7.42,295,MNC
14609,21,Bachelors,Tier 2,7.27,0,4,3,0,0.56,0,0,14.0,1,6.6,551,Startup
14610,22,Bachelors,Tier 3,7.84,0,1,1,0,0.88,0,0,4.0,0,7.96,623,MNC
14611,25,Bachelors,Tier 1,8.12,3,2,5,1,0.05,1,0,16.5,1,5.74,461,Mid-size
14612,29,Bachelors,Tier 1,8.96,2,2,5,3,0.03,1,0,19.5,1,8.89,586,Mid-size
14614,31,Bachelors,Tier 2,6.44,3,2,3,2,2.48,0,0,13.0,1,7.88,377,MNC
14615,32,Masters,Tier 2,7.22,2,3,3,1,0.5,1,0,14.5,1,6.75,617,MNC
14616,33,Masters,Tier 1,8.09,1,5,5,2,1.67,1,0,24.0,0,9.2,424,Startup
14619,30,Bachelors,Tier 1,5.44,2,1,2,0,1.71,0,0,6.0,1,8.44,504,Startup
14620,25,Bachelors,Tier 2,5.95,0,3,4,3,0.86,1,0,19.5,1,6.45,397,Startup
14623,32,Bachelors,Tier 2,8.06,3,3,3,1,2.38,0,0,13.5,0,5.59,598,MNC
14625,27,Masters,Tier 3,8.53,0,2,5,2,0.36,0,0,17.0,1,6.25,547,MNC
14626,22,Bachelors,Tier 2,7.12,1,2,4,1,0.48,1,0,14.5,0,6.61,523,Mid-size
14627,32,Bachelors,Tier 2,7.85,0,2,2,0,0.25,0,0,8.0,1,5.33,370,Startup
14628,25,Bachelors,Tier 3,7.77,2,1,1,4,0.53,0,0,10.0,1,4.94,722,Startup
14629,34,Bachelors,Tier 1,8.84,0,3,5,1,4.2,1,0,18.5,1,7.59,499,MNC
14630,31,Masters,Tier 2,7.58,0,1,2,0,1.02,0,0,6.0,1,3.84,466,MNC
14632,29,Bachelors,Tier 2,6.48,3,4,4,2,1.14,0,0,19.0,1,8.45,433,MNC
14633,30,Bachelors,Tier 2,7.63,2,6,3,2,0.42,1,0,22.0,1,4.34,518,Startup
14634,21,Bachelors,Tier 3,7.35,1,4,3,2,1.61,0,0,17.0,1,7.86,329,Mid-size
14635,32,Masters,Tier 2,7.47,1,5,2,3,4.15,0,0,18.5,1,7.22,353,Startup
14636,26,Bachelors,Tier 1,8.7,1,2,1,0,0.83,0,0,6.0,1,4.29,326,MNC
14642,26,Bachelors,Tier 1,7.5,2,6,4,0,3.59,1,0,21.0,1,8.38,290,Startup
14643,31,Masters,Tier 3,6.97,0,2,3,2,2.48,1,0,14.0,1,8.31,434,MNC
14644,29,Bachelors,Tier 2,6.99,2,1,2,0,0.15,0,0,6.0,0,7.33,513,MNC
14646,28,Bachelors,Tier 3,7.71,0,2,4,1,4.19,1,0,14.5,1,5.34,363,MNC
14647,29,Bachelors,Tier 3,8.06,0,4,1,0,3.61,1,0,11.0,1,9.17,409,Mid-size
14648,24,Bachelors,Tier 3,8.26,3,2,4,1,2.54,1,0,14.5,1,7.3,465,Startup
14649,26,Bachelors,Tier 2,7.58,1,0,3,0,1.27,1,0,7.0,0,8.76,688,Startup
14652,24,Masters,Tier 2,9.56,2,4,4,3,0.38,1,0,21.5,1,6.8,307,Mid-size
14653,22,Bachelors,Tier 3,7.13,1,4,1,1,1.36,0,0,11.5,1,5.6,430,Startup
14657,32,Bachelors,Tier 1,7.3,0,2,4,2,0.9,1,0,16.0,0,7.75,555,Startup
14658,21,Masters,Tier 3,6.95,1,0,5,1,0.52,0,0,11.5,1,7.79,430,MNC
14660,27,Masters,Tier 2,7.63,2,3,4,1,0.06,1,0,16.5,1,9.89,496,Startup
14662,23,Masters,Tier 2,5.43,2,1,5,0,0.29,1,0,13.0,0,8.52,355,Mid-size
14663,21,Bachelors,Tier 3,7.09,0,2,3,2,0.64,0,0,13.0,1,5.31,471,Mid-size
14664,33,Bachelors,Tier 3,8.36,0,1,3,1,0.11,0,0,9.5,1,6.75,526,Startup
14665,24,Bachelors,Tier 1,7.84,1,5,4,1,1.18,0,0,19.5,0,3.96,143,MNC
14666,34,Bachelors,Tier 2,6.55,0,1,4,2,0.84,0,0,13.0,1,6.77,398,Startup
14670,22,Bachelors,Tier 3,8.17,2,2,4,2,2.61,0,0,15.0,1,5.73,476,Startup
14671,34,Masters,Tier 2,6.72,2,0,3,2,0.96,0,0,9.0,1,6.49,498,Startup
14672,22,Bachelors,Tier 2,7.95,3,4,2,1,0.8,0,0,13.5,1,9.13,569,Mid-size
14674,31,Bachelors,Tier 3,7.18,1,3,2,2,0.54,1,0,14.0,1,8.54,507,Startup
14676,28,Bachelors,Tier 3,8.37,2,1,3,1,1.79,0,0,9.5,1,3.26,330,Mid-size
14677,23,Masters,Tier 2,8.23,1,6,4,0,0.01,0,0,20.0,1,4.3,290,Startup
14679,28,Bachelors,Tier 2,6.74,3,1,5,0,3.0,0,0,12.0,1,5.84,368,MNC
14680,23,Bachelors,Tier 2,6.88,2,4,4,0,1.5,1,0,17.0,1,9.11,524,MNC
14681,22,PhD,Tier 2,7.74,1,3,5,1,1.31,1,0,18.5,0,6.67,617,MNC
14683,33,Bachelors,Tier 2,8.31,3,3,1,3,0.1,1,0,13.5,1,8.02,429,Mid-size
14684,28,Masters,Tier 3,6.88,0,2,2,1,0.61,1,0,10.5,0,3.77,485,Mid-size
14685,23,Bachelors,Tier 3,7.4,3,1,5,0,0.65,1,0,13.0,1,8.53,466,MNC
14686,27,Bachelors,Tier 3,8.41,3,1,5,2,1.23,2,0,17.0,1,4.18,512,Startup
14688,21,Bachelors,Tier 2,7.03,1,3,4,2,0.09,0,0,17.0,1,8.33,435,MNC
14689,34,Bachelors,Tier 1,8.37,3,0,3,1,3.3,0,0,7.5,0,9.68,431,MNC
14690,32,Bachelors,Tier 3,6.65,2,2,3,0,0.93,0,0,10.0,0,5.6,535,MNC
14691,26,Masters,Tier 1,7.38,1,3,4,0,0.34,0,0,14.0,1,8.81,430,Mid-size
14692,32,Bachelors,Tier 3,5.53,3,0,5,0,2.27,0,0,10.0,1,4.34,602,Mid-size
14694,33,Bachelors,Tier 1,8.75,2,3,3,0,4.24,0,0,12.0,1,7.6,579,Startup
14696,32,Bachelors,Tier 1,7.91,1,0,4,3,3.21,0,0,12.5,0,5.12,496,Startup
14697,23,Bachelors,Tier 1,6.19,1,3,5,0,0.39,0,0,16.0,1,3.92,641,MNC
14698,34,Bachelors,Tier 2,6.5,2,3,2,1,1.76,1,0,12.5,1,5.68,524,MNC
14700,33,Bachelors,Tier 2,7.6,1,3,2,1,4.26,1,0,12.5,1,7.51,500,MNC
14701,26,Bachelors,Tier 2,7.27,1,5,1,1,0.59,2,0,15.5,1,9.96,345,MNC
14704,23,Bachelors,Tier 3,7.74,1,1,1,0,0.19,1,0,5.0,1,7.02,497,Startup
14706,23,Masters,Tier 1,8.17,1,3,2,1,1.32,2,0,13.5,1,6.54,508,Mid-size
14707,29,Bachelors,Tier 1,7.91,1,2,4,0,4.32,2,0,14.0,1,6.81,525,Mid-size
14709,24,Bachelors,Tier 1,8.22,1,3,4,1,1.18,0,0,15.5,1,4.88,312,Startup
14710,26,Bachelors,Tier 2,8.41,3,5,1,1,0.63,0,0,13.5,1,3.39,560,Mid-size
14711,28,Bachelors,Tier 2,8.13,1,5,3,0,1.67,1,0,17.0,0,5.86,199,Mid-size
14712,31,Bachelors,Tier 2,7.85,0,2,1,0,2.08,0,0,6.0,0,3.37,487,MNC
14713,33,Masters,Tier 1,7.58,3,4,1,2,3.78,0,0,13.0,1,6.85,160,MNC
14714,28,Masters,Tier 1,6.23,1,3,2,2,0.21,0,0,13.0,1,5.15,302,MNC
14715,25,Masters,Tier 1,7.73,2,5,2,0,0.14,1,0,15.0,1,6.74,746,Mid-size
14716,25,Bachelors,Tier 1,7.25,0,4,2,1,1.05,1,0,14.5,1,3.94,232,Startup
14717,26,Bachelors,Tier 3,9.14,1,2,5,5,1.96,0,0,21.5,1,9.53,457,MNC
14718,30,Bachelors,Tier 1,8.09,2,3,4,0,1.96,1,0,15.0,0,9.26,368,Startup
14721,33,Bachelors,Tier 1,7.14,3,1,1,0,0.82,0,0,4.0,0,7.29,705,MNC
14723,34,Masters,Tier 2,7.77,1,1,2,1,0.42,0,0,7.5,1,5.48,291,Startup
14724,27,Bachelors,Tier 1,8.3,2,2,3,1,3.31,0,0,11.5,0,4.76,429,Startup
14725,33,Bachelors,Tier 1,6.8,2,2,4,0,1.45,1,0,13.0,0,9.41,271,MNC
14726,24,Masters,Tier 2,7.31,1,2,4,1,1.55,1,0,14.5,0,8.97,367,Startup
14727,26,Bachelors,Tier 2,8.32,1,3,5,0,1.62,0,0,16.0,1,7.06,387,Startup
14728,27,Masters,Tier 1,7.85,3,4,4,0,0.2,1,0,17.0,1,6.64,621,MNC
14729,25,Bachelors,Tier 2,7.82,2,2,2,1,0.44,0,0,9.5,1,9.52,323,MNC
14730,25,Bachelors,Tier 2,7.31,0,2,5,0,0.09,0,0,14.0,1,9.53,601,Startup
14731,22,Bachelors,Tier 3,7.4,3,4,3,1,0.85,0,0,15.5,1,9.79,520,Mid-size
14732,27,Bachelors,Tier 1,6.92,1,5,5,2,2.04,1,0,24.0,1,3.88,344,Startup
14733,32,Bachelors,Tier 3,7.51,3,4,4,0,2.19,0,0,16.0,1,4.12,422,Mid-size
14734,26,Bachelors,Tier 1,7.28,2,2,5,0,0.63,0,0,14.0,1,7.74,402,Startup
14735,31,Bachelors,Tier 2,7.71,1,5,1,1,0.87,0,0,13.5,0,6.79,476,MNC
14736,21,Bachelors,Tier 1,7.41,0,5,2,1,0.17,0,0,15.5,1,3.13,318,Startup
14739,32,Bachelors,Tier 2,8.27,0,7,3,0,1.55,1,0,21.0,1,9.08,379,Mid-size
14740,23,Masters,Tier 3,6.99,2,0,1,0,2.96,0,0,2.0,1,5.5,440,MNC
14741,27,Bachelors,Tier 2,7.42,3,2,3,1,1.72,1,0,12.5,1,9.24,603,Startup
14743,32,PhD,Tier 1,7.62,1,2,1,0,3.64,0,0,6.0,0,8.64,455,Mid-size
14745,24,Masters,Tier 3,8.62,0,2,4,1,4.17,0,0,13.5,1,3.79,542,Mid-size
14747,28,Masters,Tier 2,8.14,1,3,2,2,0.72,0,0,13.0,0,6.2,553,Mid-size
14748,31,Masters,Tier 1,5.41,0,5,2,2,0.24,1,0,18.0,1,6.86,544,Mid-size
14749,29,Masters,Tier 2,6.35,3,3,2,1,1.28,0,0,11.5,1,3.74,610,MNC
14750,23,Bachelors,Tier 2,5.9,2,1,3,1,0.94,0,0,9.5,1,9.94,459,MNC
14752,24,Masters,Tier 1,9.59,1,2,2,2,3.37,0,0,11.0,1,4.39,463,Startup
14754,32,Masters,Tier 1,7.97,1,6,3,3,1.41,1,0,23.5,0,6.76,389,MNC
14755,30,Bachelors,Tier 2,7.52,1,4,2,1,1.61,0,0,13.5,1,6.08,615,Startup
14759,24,Masters,Tier 2,7.44,3,1,4,0,2.51,0,0,10.0,1,8.07,535,Mid-size
14761,23,Bachelors,Tier 3,6.43,1,5,5,1,0.89,1,0,22.5,1,6.99,571,Startup
14763,25,Bachelors,Tier 1,7.31,2,4,2,0,0.37,1,0,13.0,1,3.12,466,MNC
14764,33,Masters,Tier 1,6.78,2,3,2,1,0.87,0,0,11.5,1,5.84,353,MNC
14765,21,Bachelors,Tier 3,8.49,1,4,3,0,1.92,1,0,15.0,1,9.48,485,MNC
14766,33,Masters,Tier 2,8.15,1,3,2,1,2.01,0,0,11.5,1,5.47,356,MNC
14767,26,Masters,Tier 1,8.32,2,5,2,1,4.1,0,0,15.5,1,6.21,508,Mid-size
14768,31,Bachelors,Tier 1,6.96,1,4,3,0,0.04,0,0,14.0,1,9.87,325,MNC
14770,28,Bachelors,Tier 1,8.05,1,2,2,1,1.0,0,0,9.5,0,3.46,560,Startup
14771,29,Bachelors,Tier 1,7.29,0,6,4,2,3.39,0,0,23.0,1,9.02,456,MNC
14772,28,Masters,Tier 2,8.23,0,3,1,1,0.42,0,0,9.5,0,9.08,518,Startup
14773,28,Bachelors,Tier 1,7.11,1,1,1,3,1.49,2,0,10.5,0,6.3,516,MNC
14774,32,Masters,Tier 2,5.7,1,1,5,1,3.79,0,0,13.5,1,6.6,478,MNC
14775,34,Bachelors,Tier 2,6.64,2,2,3,1,0.08,0,0,11.5,1,8.85,338,Mid-size
14776,33,Bachelors,Tier 2,8.08,0,0,5,1,0.55,1,0,12.5,1,8.17,512,Startup
14779,31,Bachelors,Tier 3,9.24,1,2,4,1,0.24,0,0,13.5,0,6.36,279,MNC
14781,34,Bachelors,Tier 1,8.22,3,1,1,1,0.02,0,0,5.5,0,9.27,389,Startup
14782,31,Bachelors,Tier 1,8.05,2,5,1,1,1.5,0,0,13.5,1,9.69,307,MNC
14786,32,Masters,Tier 3,7.29,0,1,4,0,0.21,0,0,10.0,0,8.42,306,MNC
14787,29,Bachelors,Tier 2,7.37,2,2,2,2,1.75,0,0,11.0,1,8.18,363,MNC
14788,30,Masters,Tier 2,8.07,1,4,3,1,1.84,2,0,17.5,0,6.77,391,MNC
14790,32,Bachelors,Tier 2,7.3,2,4,4,1,1.38,1,0,18.5,0,9.48,375,MNC
14791,34,Bachelors,Tier 3,7.96,2,2,4,3,3.44,0,0,16.5,0,6.19,604,Startup
14792,21,Bachelors,Tier 2,7.47,0,1,4,1,0.65,1,0,12.5,1,5.54,542,Startup
14793,34,Bachelors,Tier 2,7.56,0,3,1,1,0.44,1,0,10.5,0,7.41,450,Mid-size
14794,34,Masters,Tier 2,8.21,0,2,3,1,0.49,0,0,11.5,1,7.72,362,Mid-size
14795,28,Bachelors,Tier 2,8.41,1,4,4,3,1.03,1,0,21.5,1,4.47,555,Mid-size
14796,34,Bachelors,Tier 1,7.83,1,3,5,0,0.58,2,0,18.0,0,8.86,470,Startup
14797,21,Bachelors,Tier 2,6.81,0,3,4,5,0.46,1,0,22.5,1,5.03,541,Startup
14798,22,Bachelors,Tier 2,7.44,0,4,2,0,0.98,0,0,12.0,0,4.31,496,Mid-size
14800,28,Bachelors,Tier 3,6.66,3,4,5,3,1.13,0,0,22.5,1,8.11,520,Startup
14802,23,PhD,Tier 2,5.87,1,2,5,2,1.31,2,0,19.0,1,8.66,339,Startup
14803,27,Masters,Tier 2,7.19,0,6,5,2,0.93,0,0,25.0,1,9.58,404,Startup
14804,33,Bachelors,Tier 1,8.18,1,1,3,0,2.94,1,0,9.0,0,3.98,195,Startup
14806,28,Bachelors,Tier 3,8.37,2,5,2,0,3.03,0,0,14.0,0,6.9,557,Startup
14807,28,Bachelors,Tier 1,7.18,2,3,4,3,1.61,0,0,18.5,1,5.03,579,MNC
14808,29,Bachelors,Tier 3,6.18,1,3,5,1,0.09,0,0,17.5,1,8.8,486,Mid-size
14809,30,Bachelors,Tier 3,7.4,1,2,1,3,2.3,1,0,11.5,0,7.7,529,MNC
14810,23,Bachelors,Tier 2,8.39,3,2,4,0,1.8,1,0,13.0,1,9.8,318,MNC
14811,28,Bachelors,Tier 2,9.06,3,2,2,2,1.53,0,0,11.0,0,4.78,315,MNC
14812,21,Bachelors,Tier 2,7.57,2,4,2,1,1.67,0,0,13.5,1,6.4,279,MNC
14813,28,Bachelors,Tier 3,7.43,1,2,4,0,1.69,0,0,12.0,1,6.51,436,MNC
14815,27,Bachelors,Tier 2,7.95,1,3,4,0,1.91,0,0,14.0,0,7.13,398,MNC
14816,33,Bachelors,Tier 1,7.67,0,3,2,1,0.87,0,0,11.5,0,6.1,558,Startup
14819,26,Bachelors,Tier 2,7.52,2,3,3,0,0.74,0,0,12.0,1,3.12,398,MNC
14820,27,Masters,Tier 1,6.21,3,3,1,2,1.05,0,0,11.0,0,6.65,567,Startup
14821,34,Masters,Tier 1,7.35,2,4,2,3,4.22,2,0,18.5,1,5.35,355,Startup
14823,25,Bachelors,Tier 2,6.04,2,2,4,1,0.66,1,0,14.5,1,5.16,429,Mid-size
14824,34,Bachelors,Tier 3,8.09,0,0,5,0,1.31,0,0,10.0,1,4.95,383,Startup
14825,25,Masters,Tier 3,8.5,2,5,5,2,0.97,0,0,23.0,1,5.75,328,MNC
14826,27,Bachelors,Tier 3,7.17,0,3,2,3,3.5,0,0,14.5,1,3.92,530,MNC
14827,31,Masters,Tier 2,7.2,1,5,3,1,1.77,0,0,17.5,1,6.55,512,MNC
14829,26,Bachelors,Tier 3,7.24,1,4,3,1,2.73,1,0,16.5,1,7.41,429,Startup
14830,27,Bachelors,Tier 2,8.55,1,2,4,1,0.14,2,0,15.5,0,8.63,246,Startup
14832,32,Bachelors,Tier 1,6.61,3,1,5,1,0.27,0,0,13.5,0,6.63,433,Mid-size
14834,32,Masters,Tier 1,8.42,2,5,2,0,3.2,1,0,15.0,1,5.99,530,MNC
14835,24,Masters,Tier 3,7.37,2,4,5,4,0.3,2,0,26.0,1,7.91,508,MNC
14836,33,Bachelors,Tier 1,7.62,1,2,4,0,0.37,0,0,12.0,1,6.04,439,MNC
14837,28,Masters,Tier 2,7.52,0,3,3,1,0.33,1,0,14.5,1,5.92,382,MNC
14839,33,Bachelors,Tier 2,7.95,1,3,2,1,0.34,1,0,12.5,0,4.22,433,MNC
14840,34,Bachelors,Tier 2,7.84,0,1,5,0,1.45,0,0,12.0,1,5.37,518,Startup
14841,30,PhD,Tier 1,7.52,2,2,5,1,0.22,0,0,15.5,1,4.57,606,Startup
14842,26,Masters,Tier 2,6.75,0,6,3,1,2.27,0,0,19.5,1,5.51,322,Mid-size
14843,21,Bachelors,Tier 1,5.51,3,0,2,0,1.61,1,0,5.0,1,4.61,398,Startup
14844,30,Bachelors,Tier 1,7.72,1,1,5,0,1.01,1,0,13.0,1,7.06,464,Startup
14846,27,Masters,Tier 2,7.93,2,3,4,2,0.54,0,0,17.0,1,8.51,354,MNC
14847,33,Masters,Tier 3,7.57,1,3,2,0,3.19,2,0,12.0,1,5.55,592,MNC
14848,26,Masters,Tier 1,7.56,1,2,2,0,0.66,1,0,9.0,0,9.92,558,MNC
14849,33,Masters,Tier 2,6.27,1,4,4,3,1.27,0,0,20.5,1,7.16,431,MNC
14851,32,Masters,Tier 2,7.81,1,5,1,2,0.43,0,0,15.0,1,8.85,450,MNC
14852,29,Bachelors,Tier 3,7.68,3,1,4,2,3.97,0,0,13.0,1,8.11,376,Startup
14853,28,Bachelors,Tier 2,8.01,0,3,2,0,0.07,0,0,10.0,1,8.24,529,MNC
14857,32,Bachelors,Tier 2,5.82,0,3,4,4,0.91,0,0,20.0,0,6.53,454,MNC
14858,25,Bachelors,Tier 3,7.55,1,1,3,1,2.25,0,0,9.5,1,7.78,488,MNC
